Press release,,Origin,,Sampling date,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,
Chiba,"19 March,2012",Chiba,"Teganuma Lake
(inland waters)","10 March,2012","Crucian carp
(Carassius sp.)",400,,Not detectable,,Private inspection facility,400,ND,f,f
Miyagi,"30 March,2012",Miyagi,"Taihaku-ku, Sendai City (Natori River) (inland waters)","22 March,2012","Crucian carp
(Carassius sp.)",,19,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",19,ND,f,f
Nagano,8/23/11,Nagano,"Saku City
(inland waters)",8/22/11,Crucian carm (farmed) (Carassius sp.),Not detectable,,Not detectable,,Nagano Environmental Conservation Research Center,ND,ND,f,f
Chiba,"24 February,2012",Chiba,"Inbanuma Lake
(inland waters)","16 February,2012","Crucian carp
(Carassius sp.)",38,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",38,ND,f,f
Tochigi,"8 March,2012",Tochigi,Nikko City (Shuzenji Lake) (inland waters),"24 February,2012","Brown trout
(Salmo trutta)",280,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",280,ND,,
Fukushima,"20 July, 2011",Fukushima,"Kawauchi Village
(inland waters)","15 July, 2011","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",,1270,Not detectable,,"Fukushima Agricultural Technology
Centre",1270,ND,f,f
Saitama,"22 September,2011",Saitama,"Koshigaya City
(inland waters)","13 September,2011","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",Not detectable,,Not detectable,,"Tama Laboratory, Japan Food Research
Laboratories",ND,ND,f,f
Saitama,"22 September,2011",Saitama,"Hasuda City
(inland waters)","13 September,2011","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",Not detectable,,Not detectable,,"Tama Laboratory, Japan Food Research
Laboratories",ND,ND,f,f
Saitama,"22 September,2011",Saitama,"Yoshikawa City
(inland waters)","13 September,2011","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",Not detectable,,Not detectable,,"Tama Laboratory, Japan Food Research
Laboratories",ND,ND,f,f
Chiba,"24 November ,2011",Chiba,"Kimitsu City
(inland waters)","23 November ,2011","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",Not detectable,,Not detectable,,Tokyo Quarantine Station,ND,ND,f,f
Chiba,"6 February,2012",Chiba,Ichihara City,"1 February,2012","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",,9.9,Not detectable,,"Chiba Prefectural Agriculture and
Forestry Research Center",9.9,ND,f,f
Chiba,"23 February,2012",Chiba,"Ichihara City
(inland waters)","21 February,2012","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",,7.89,Not detectable,,"Chiba Prefectural Agriculture and
Forestry Research Center",7.89,ND,f,f
Chiba,"7 March,2012",Chiba,"Ichihara City
(inland waters)","5 March,2012","Willow gudgeon (farmed)
(Gnathopogon caerulescens)",,2.27,Not detectable,,"Chiba Prefectural Agriculture and
Forestry Research Center",2.27,ND,f,f
Fukushima,"16 November ,2011",Fukushima,"Koriyama City
(inland waters)","30 October,2011","Freshwater clam
(Corbicula  leana)",,27,Not detectable,,"Fukushima Agricultural Technology
Centre",27,ND,f,m
Fukushima,"1 February,2012",Fukushima,"Shirakawa City
(inland watews)","26 January,2012","Freshwater clam
(Corbicula  leana)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,m
Fukushima,"28 March,2012",Fukushima,Minami-soma City (Manogawa River) (inland waters),"20 March,2012","Japanese mitten crab
(Eriocheir  japonica)",,320,Not detectable,,"Fukushima Agricultural Technology
Centre",320,ND,f,c
Fukushima,"23 June, 2011",Fukushima,Minami-soma City (Mano River) (inland waters),"19 June, 2011","Japanese mitten crab
(Eriocheir japonica)",,"1,930",Not detectable,,Japan Chemical Analysis  Center,1930,ND,f,c
Ibaraki,"30 March,2012",Ibaraki,"Ushuku Lake
(inland waters)","26 March,2012","Topmouth gudgeon(wild)
(Pseudorasbora parva)",,84,Not detectable,,Private inspection facility,84,ND,f,f
Chiba,"18 January,2012",Chiba,"Teganuma Lake
(inland waters)","17 January,2012","Topmouth gudgeon(wild)
(Pseudorasbora parva)",,128.2,Not detectable,,Tokyo Quarantine Station,128.2,ND,f,f
Chiba,"24 February,2012",Chiba,"Inbanuma Lake
(inland waters)","17 February,2012","Topmouth gudgeon(wild)
(Pseudorasbora parva)",29,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",29,ND,f,f
Chiba,"15 September,2011",Chiba,"Inbanuma Lake
(inland waters)","14 September,2011","Topmouth gudgeon(wild)
(Pseudorasbora parva)",,33.6,Not detectable,,Tokyo  Quarantine Station,33.6,ND,f,f
Chiba,"10 November ,2011",Chiba,"Teganuma Lake
(inland waters)","9 November ,2011","Topmouth gudgeon(wild)
(Pseudorasbora parva)",,115.3,Not detectable,,Tokyo Quarantine Station,115.3,ND,f,f
Chiba,"12 March,2012",Chiba,Teganuma Lake,"3 March,2012","Topmouth gudgeon(wild)
(Pseudorasbora parva)",,171,Not detectable,,Private inspection facility,171,ND,f,f
Chiba,"26 March,2012",Chiba,"Teganuma Lake
(inland waters)","26 March,2012","Topmouth gudgeon(wild)
(Pseudorasbora parva)",94,,Not detectable,,Private inspection facility,94,ND,f,f
Fukushima,"19 October,2011",Fukushima,"Koriyama City
(inland waters)","17 October,2011","Topmouth gudgeon(farmed)
(Pseudorasbora parva)",,61,Not detectable,,"Fukushima Agricultural Technology
Centre",61,ND,f,f
Fukushima,"9 November ,2011",Fukushima,"Koriyama City
(inland waters)","2 November ,2011","Topmouth gudgeon(farmed)
(Pseudorasbora parva)",,85,Not detectable,,"Fukushima Agricultural Technology
Centre",85,ND,f,f
Fukushima,"14 December,2011",Fukushima,"Koriyama City
(inland waters)","6 December,2011","Topmouth gudgeon(farmed)
(Pseudorasbora parva)",,119,Not detectable,,"Fukushima Agricultural Technology
Centre",119,ND,f,f
Tochigi Aquaculture Fisheries Cooperative,"4,April, 2011",Tochigi,"Sakura City
(inland waters)","25,March, 2011","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,,,Private inspection facility,ND,0,f,f
Tochigi,"6 July, 2011",Tochigi,"Nikko City
(inland waters)","4 July, 2011","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Tochigi,"6 July, 2011",Tochigi,"Yaita City
(inland waters)","4 July, 2011","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Tochigi,"6 July, 2011",Tochigi,"Ohtawara City
(inland waters)","4 July, 2011","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nasu-shiobara City
(inland waters)","8 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nasu-shiobara City
(inland waters)","9 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nasu-shiobara City
(inland waters)","9 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Yaita City
(inland Waters)","8 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nikko City
(inland waters)","9 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nikko City
(inland waters)","10 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Nikko City
(inland waters)","10 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Sakura City
(inland waters)","9 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Sakura City
(inland waters)","13 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,"Kanuma City
(inland waters)","8 February,2012","Yashiomasu trout(farmed)
(Oncorhynchus mykiss)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Niigata,"23 December,2011",Niigata,Niigata City (Agano River) (inland waters),"19 December,2011","Arctic lamprey
(Lethenteron camtschaticum)",Not detectable,,Not detectable,,"Environmental Science Research
Niigata",ND,ND,f,f
Niigata,"20 January,2012",Niigata,"Nagaoka City
(inland waters)","17 January,2012","Arctic lamprey
(Lethenteron camtschaticum)",Not detectable,,Not detectable,,"Environmental Science Research
Niigata",ND,ND,f,f
Yamagata,"24 August, 2011",Yamagata,Oe Town (Tsukinuno River) (inland waters),"21 August, 2011",Land-locked salmon (wild),,4.4,Not detectable,,Yamagata Prefectural Institute of Public Health,4.4,ND,f,f
Gunma,"19 April, 2011",Gunma,"Kawaba Village
(inland waters)","14 April, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Inspection Association of Food and Food Industry Environment,ND,ND,f,f
Fukushima,"13 May, 2011",Fukushima,"Hanawa Town
(inland waters)","8 May, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,6,Not detectable,,Japan Chemical Analysis  Center,6,ND,f,f
Fukushima,"13 May, 2011",Fukushima,"Furudono Town
(inland waters)","8 May, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,194,Not detectable,,Japan Chemical Analysis  Center,194,ND,f,f
Fukushima,"19 May, 2011",Fukushima,"Date City
(inland waters)","17 May, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,990,Not detectable,,Japan Chemical Analysis  Center,990,ND,f,f
Fukushima,"26 May, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"20 May, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",990,,Not detectable,,Japan Chemical Analysis  Center,990,ND,f,f
Fukushima,"26 May, 2011",Fukushima,"Inawashiro Town and Kitashiobara Village
(Akimoto Lake) (inland waters)","23 May, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,640,Not detectable,,Japan Chemical Analysis  Center,640,ND,f,f
Fukushima,"2 June, 2011",Fukushima,Shirakawa City (Abukuma River) (inland waters),"27 May, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,620,Not detectable,,Japan Chemical Analysis  Center,620,ND,f,f
Miyagi,"9 June, 2011",Miyagi,Shiroishi City) (Shiroishi River) (inland waters),"7 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,114,Not detectable,,Tohoku University,114,ND,f,f
Miyagi,"9 June, 2011",Miyagi,Marumori Town (Uchikawa River) (inland waters),"7 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,305,Not detectable,,Tohoku University,305,ND,f,f
Fukushima,"9 June, 2011",Fukushima,"Aizuwakamatsu
City
(Agagawa River)
(inland waters)","2 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,150,Not detectable,,Japan Chemical Analysis  Center,150,ND,f,f
Fukushima,"9 June, 2011",Fukushima,Aizumisato Town (Agagawa River) (inland waters),"5 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,169,Not detectable,,Japan Chemical Analysis  Center,169,ND,f,f
Fukushima,"9 June, 2011",Fukushima,Hirata Village (Abukuma River) (inland waters),"4 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,85,Not detectable,,Japan Chemical Analysis  Center,85,ND,f,f
Fukushima,"9 June, 2011",Fukushima,Inawashiro Town (Akimoto Lake) (inland waters),"6 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,670,Not detectable,,Japan Chemical Analysis  Center,670,ND,f,f
Gunma,"13 June, 2011",Gunma,Ueno Village (Kanna River) (inland waters),"8 - 9 June,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Inspection Association of Food and Food Industry Environment,ND,ND,f,f
Fukushima,"16 June, 2011",Fukushima,Iidate Village (Mano River) (inland waters),"10 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,"2,100",Not detectable,,Japan Chemical Analysis  Center,2100,ND,f,f
Fukushima,"16 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"6 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,560,Not detectable,,Japan Chemical Analysis  Center,560,ND,f,f
Fukushima,"23 June, 2011",Fukushima,Ono Town (Natsui River) (inland waters),"19 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,89,Not detectable,,Japan Chemical Analysis  Center,89,ND,f,f
Fukushima,"29 June, 2011",Fukushima,Tamura City (Abukuma River) (inland waters),"22 June, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,570,Not detectable,,"Fukushima Agricultural Technology
Centre",570,ND,f,f
Fukushima,"6 July, 2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"4 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,69,Not detectable,,"Fukushima Agricultural Technology
Centre",69,ND,f,f
Fukushima,"6 July, 2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"1 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,145,Not detectable,,"Fukushima Agricultural Technology
Centre",145,ND,f,f
Fukushima,"6 July, 2011",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","1 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,113,Not detectable,,"Fukushima Agricultural Technology
Centre",113,ND,f,f
Fukushima,"6 July, 2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"2 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,133,Not detectable,,"Fukushima Agricultural Technology
Centre",133,ND,f,f
Fukushima,"13 July, 2011",Fukushima,Mishima Town (Agagawa River) (inland waters),"6 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,128,Not detectable,,"Fukushima Agricultural Technology
Centre",128,ND,f,f
Fukushima,"13 July, 2011",Fukushima,Tadami Town (Tagokura Lake) (inland waters),"7 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,22,Not detectable,,"Fukushima Agricultural Technology
Centre",22,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"18 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,125,Not detectable,,"Fukushima Agricultural Technology
Centre",125,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Inawashiro Town (Inawashiro Lake) (inland waters),"22 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,170,Not detectable,,"Fukushima Agricultural Technology
Centre",170,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Shimogo Town (Agagawa River) (inland waters),"24 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,17,Not detectable,,"Fukushima Agricultural Technology
Centre",17,ND,f,f
Fukushima,"27 July, 2011",Fukushima,Hinoemata Village (Agagawa River) (inland waters),"22 July, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,95,Not detectable,,"Fukushima Agricultural Technology
Centre",95,ND,f,f
Fukushima,"10 August, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"2 August, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,160,Not detectable,,"Fukushima Agricultural Technology
Centre",160,ND,f,f
Fukushima,"24 August, 2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"22 August, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"24 August, 2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"20 August, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"31 August, 2011",Fukushima,Tamura City (Abukuma River) (inland waters),"26 August, 2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,205,Not detectable,,"Fukushima Agricultural Technology
Centre",205,ND,f,f
Fukushima,"14 September,2011",Fukusima,Iwaki City (Natsui River) (inland waters),"10 September,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,34,Not detectable,,"Fukushima Agricultural Technology
Centre",34,ND,f,f
Fukushima,"14 September,2011",Fukusima,Nishi-aizu Town (Agagawa River) (inland waters),"10 September,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"14 September,2011",Fukusima,Kitakata City (Agagawa River) (inland waters),"10 September,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,72,Not detectable,,"Fukushima Agricultural Technology
Centre",72,ND,f,f
Fukushima,"19 October,2011",Fukushima,"Inawashiro Town and Kitashiobara Village
(Akimoto Lake) (inland waters)","15 October,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,670,Not detectable,,"Fukushima Agricultural Technology
Centre",670,ND,f,f
Fukushima,"21 December,2011",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","14 December,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,58,Not detectable,,"Fukushima Agricultural Technology
Centre",58,ND,f,f
Fukushima,"21 December,2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"14 December,2011","Land-locked salmon(wild)
(Oncorhynchus masou)",,69,Not detectable,,"Fukushima Agricultural Technology
Centre",69,ND,f,f
Nagano,"7 February,2012",Nagano,Sakuho Town (Nukui River) (inland waters),"25 January,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Tochigi,"15 February,2012",Tochigi,Kanuma City (Kurogawa River) (inland waters),"10 February,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,28.6,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",28.6,ND,f,f
Tochigi,"15 February,2012",Tochigi,Kanuma City (Ooashi River) (inland waters),"9 February,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,51.4,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",51.4,ND,f,f
Tochigi,"21 February,2012",Tochigi,Nikko City (Watarase River) (inland waters),"14 February,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,162.6,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",162.6,ND,f,f
Tochigi,"21 February,2012",Tochigi,Sano City (Akiyama River) (inland waters),"15 February,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,42.3,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",42.3,ND,f,f
Tochigi,"21 February,2012",Tochigi,Nasu-shiobara City (Houki River) (inland waters),"16 February,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,106.1,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",106.1,ND,f,f
Tochigi,"21 February,2012",Tochigi,Nakagawa Town (Mumo River) (inland waters),"17 February,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,15.5,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",15.5,ND,f,f
